Diagnosis,Specialist,DxGroup
MIGRAINE-ASSOCIATED ABDOMINAL PAIN,Gastroenterologist,Migraine
MIGRAINE-ASSOCIATED VOMITING,Neurologist,Migraine
MINIMAL CHANGE NEPHROPATHY (MCN),RenalSpecialist,Glomerulonephritis
MINOR CUT OR ABRASION,Dermatologist,DermatologyConditionsOther
MINOR INFECTION,InfectiousDiseaseSpecialist,BacterialInfections
MINOR WOUND,Dermatologist,BruiseorContusion
MINOR WOUND INFECTION,Dermatologist,SkinInfections
MITOCHONDRIAL DISEASE,Neurologist,PediatricGrowthAndDevelopmentalDelays
MIXED CONNECTIVE TISSUE DISEASE,Rheumatologist,RheumatologyOther
MIXED CONNECTIVE TISSUE DISEASE (MCTD),Rheumatologist,RheumatologyOther
MOLE OR SKIN TAG,Dermatologist,SkinLesionNos
MONDOR'S DISEASE,Dermatologist,DermatologyConditionsOther
MONGOLIAN SPOTS,Dermatologist,SkinLesionNos
MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE (MGUS),Hematologist,HematologyOther
MONONUCLEOSIS (EPSTEIN-BARR VIRUS),InfectiousDiseaseSpecialist,InfectiousDiseasesOther
MONONUCLEOSIS (MONO),InfectiousDiseaseSpecialist,InfectiousDiseasesOther
MOSQUITO-BORNE VIRAL INFECTION,InfectiousDiseaseSpecialist,VectorBorneDiseases
MOUTH BREATHING,Otolaryngologist,OtolaryngologyOther
MULTIPLE CHEMICAL SENSITIVITY (MCS),Generalist,Generalist
MUSCLE CRAMPS (IDIOPATHIC),Generalist,Generalist
MUSCLE INFLAMMATION,Rheumatologist,RheumatologyOther
MUSCLE SPRAIN,Orthopedist,SprainsAndStrains
MUSCLE TENSION HEADACHE,Neurologist,HeadacheOther
MUSCLE TENSION OR SPASM,Orthopedist,SprainsAndStrains
MUSCLE TENSION OR SPASMS,Orthopedist,SprainsAndStrains
MUSCULOSKELETAL NECK PAIN,Orthopedist,NeckPain
MUSHROOM POISONING,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
MYCOPLASMA GENITALIUM,Urologist,STIs
MYELOPROLIFERATIVE NEOPLASMS,Hematologist,MyeloproliferativeDisorders
MYOCLONUS,Neurologist,NeurologyConditionsOther
MYOPIA PROGRESSION,Ophthalmologist,Refractive Error
MYOPIC DEGENERATION,Ophthalmologist,Refractive Error
NAIL FRACTURE,Dermatologist,DermatologyConditionsOther
NAIL FUNGAL INFECTION,Dermatologist,FungalInfections
NARCISSISTIC PERSONALITY DISORDER (NPD),Psychiatrist,PersonalityDisordersOther
NARCOLEPSY WITH CATAPLEXY,Neurologist,Narcolepsy
NASAL CONGESTION DUE TO ENVIRONMENTAL FACTORS,Otolaryngologist,Rhinitis
NASAL DRYNESS,Otolaryngologist,OtolaryngologyOther
NASAL IRRITATION,Otolaryngologist,AllergicRhinitis
NASAL OR SINUS INFECTION,InfectiousDiseaseSpecialist,RespiratoryTractInfections
NASAL ULCER,Otolaryngologist,OtolaryngologyOther
NECK MUSCLE STRAIN,Orthopedist,SprainsAndStrains
NECK STRAIN,Orthopedist,SprainsAndStrains
NEONATAL CONJUNCTIVITIS,Ophthalmologist,Conjunctivitis
NEPHROLITHIASIS,Urologist,KidneyStones
NEURALGIA,Neurologist,Neuropathy
NEUROFIBROMATOSIS TYPE 1,Dermatologist,DermatologyConditionsOther
NEUROMUSCULAR DISORDER,Neurologist,NeurologyConditionsOther
NEUROPATHIC PAIN,Neurologist,Neuropathy
NEUTROPENIA,Hematologist,BoneMarrowDisorders
NEWCASTLE DISEASE,Generalist,Generalist
NIACIN FLUSH,Dermatologist,DermatologicalAllergies
NICOTINE WITHDRAWAL HEADACHE,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
NICOTINE WITHDRAWAL HEADACHES,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
NICOTINE-INDUCED TACHYCARDIA,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
NICOTINE-INDUCED VASOSPASM,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
NIGHT BLINDNESS,Ophthalmologist,OphthalmologyOther
NIGHT EATING SYNDROME,Psychiatrist,EatingDisorders
NIGHTMARES,Psychiatrist,InsomniaAndOtherSleepDisorders
NO INFECTION,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
NOCTURNAL POLYURIA,Generalist,Generalist
NOCTURNAL SEIZURES,Neurologist,SeizureorSeizureDisorder
NODULOCYSTIC ACNE,Dermatologist,Acne
NON-GONOCOCCAL URETHRITIS,Urologist,UrologyMenOther
NON-HEALING WOUND,Dermatologist,SkinInfections
NON-INFLAMMATORY ACNE,Dermatologist,Acne
NON-SPECIFIC LYMPHADENOPATHY,Generalist,Lymphadenopathy
NON-SPECIFIC RASH,Dermatologist,Rash
NON-ULCER DYSPEPSIA,Gastroenterologist,GastroenterologyOther
NON-VENOMOUS SNAKE BITE,Generalist,Generalist
NONALCOHOLIC FATTY LIVER DISEASE,Gastroenterologist,NonAlcoholicFattyLiverDisease
NONUNION FRACTURE,Orthopedist,Fractures
NORMAL AGE-RELATED FORGETFULNESS,Neurologist,CognitiveImpairment
NORMAL AGING,Generalist,Generalist
NORMAL AGING PROCESS,Generalist,Generalist
NORMAL BLOOD SUGAR LEVELS,Generalist,Generalist
NORMAL BREAST DEVELOPMENT,Gynecologist,BreastChanges
NORMAL GROWTH VARIATION,Generalist,Generalist
NORMAL MENSTRUAL SYMPTOMS,Gynecologist,Menstrual Conditions
NORMAL PHYSIOLOGICAL CHANGES,Generalist,Generalist
NORMAL POST-OPERATIVE RECOVERY,Generalist,Generalist
NORMAL PREGNANCY DISCOMFORT,Obstetrician,PregnancyConditions
NORMAL SEXUAL BEHAVIOR,Generalist,Generalist
NORMAL SEXUAL RESPONSE,Generalist,Generalist
NORMAL WEIGHT FLUCTUATION,Generalist,Generalist
NORMAL-TENSION GLAUCOMA,Ophthalmologist,Glaucoma
NOROVIRUS,InfectiousDiseaseSpecialist,GastrointestinalInfections
NUMMULAR DERMATITIS,Dermatologist,Eczema
NUTRIENT DEFICIENCY,Generalist,Generalist
OCCLUSAL TRAUMA,Dentist,ToothFracturesOrTrauma
OCCUPATIONAL EXPOSURE,Generalist,Generalist
OCULAR MYASTHENIA,Neurologist,MyastheniaGravis
ODONTOGENIC KERATOCYST,Otolaryngologist,OralLesions
OMEGA-3 DEFICIENCY,Endocrinologist,EndocrinologyOther
ONYCHORRHEXIS,Dermatologist,Nail_Disorders
ONYCHOSCHIZIA,Dermatologist,Nail_Disorders
OPTIC NERVE DAMAGE,Ophthalmologist,OphthalmologyOther
ORAL AVERSION,Psychiatrist,EatingDisorders
ORAL CAVITY INFECTION,Otolaryngologist,OralInfections
ORAL MUCOCELE,Otolaryngologist,OralLesions
ORAL PAPILLOMA,Otolaryngologist,OralLesions
ORBITAL BLOWOUT FRACTURE,Ophthalmologist,EyeTrauma
ORTHOSTATIC TREMOR,Neurologist,NeurologyConditionsOther
OSTEOARTHRITIS OF THE ANKLE,Orthopedist,Osteoarthritis
OSTEOARTHRITIS OF THE WRIST,Orthopedist,Osteoarthritis
OSTEONECROSIS OF THE JAW,Otolaryngologist,OralLesions
OSTEOPOROTIC FRACTURE,Orthopedist,Fractures
OTHER,Generalist,Generalist
OTHER BACTERIAL INFECTION,InfectiousDiseaseSpecialist,BacterialInfections
OTHER GYNECOLOGICAL ISSUES,Gynecologist,GynecologyOther
OTHER NEUROLOGICAL CONDITION,Neurologist,NeurologyConditionsOther
OTHER SEXUALLY TRANSMITTED INFECTION (STI),InfectiousDiseaseSpecialist,STIs
OTHER UNDERLYING HEALTH CONDITIONS,Generalist,Generalist
OTHER UNDERLYING MEDICAL CONDITIONS,Generalist,Generalist
OTITIS EXTERNA (EAR CANAL INFECTION),Otolaryngologist,EarInfections
OTITIS EXTERNA (EAR INFECTION),Otolaryngologist,EarInfections
OTITIS MEDIA (ACUTE OR CHRONIC),Otolaryngologist,OtitisMedia
OTITIS MEDIA WITH EFFUSION,Otolaryngologist,EarInfections
OVARIAN HYPERSTIMULATION SYNDROME (OHSS),Gynecologist,GynecologyOther
OVER-EXFOLIATION,Dermatologist,DermatologyConditionsOther
OVERDOSE OF ULTRACET,AdverseReactionSpecialist,AdverseReactionToMedication
OVULATION-RELATED SYMPTOMS,Gynecologist,GynecologyOther
PALATAL CYST,Otolaryngologist,OralLesions
PALATAL TORUS,Otolaryngologist,OralLesions
PANCREATIC CYST,Gastroenterologist,PancreasDisorders
PANCREATIC DISORDER,Gastroenterologist,PancreasDisorders
PANCREATIC NEUROENDOCRINE TUMOR,Endocrinologist,PancreasDisorders
PANIC DISORDER (PD),Psychiatrist,AnxietyDisorders
PARALYSIS,Neurologist,NeurologyConditionsOther
PARANOIA,Psychiatrist,PsychiatryOther
PARANOID SCHIZOPHRENIA,Psychiatrist,Schizophrenia
PARONYCHIA (NAIL INFECTION),Dermatologist,Nail_Disorders
PAROSMIA,Neurologist,NeurologyConditionsOther
PAROXETINE SIDE EFFECT,Psychiatrist,AdverseReactionToMedication
PARRY-ROMBERG SYNDROME,Dermatologist,DermatologyConditionsOther
PARURESIS,Psychiatrist,PsychiatryOther
PATELLAR SUBLUXATION,Orthopedist,Knee Conditions
PEDICULOSIS,Dermatologist,SkinInfections
PELVIC ADHESIONS,Gynecologist,PelvicPain
PELVIC CONTUSION,Orthopedist,BruiseorContusion
PELVIC INFLAMMATORY DISEASE (PID):,Gynecologist,PelvicInfection
PELVIC MUSCLE SPASM,Orthopedist,SprainsAndStrains
PENILE CANCER,Urologist,Cancer_MaleGU
PENILE CONTUSION,Urologist,BruiseorContusion
PENILE INJURY,Urologist,UrologyMenOther
PENILE INJURY OR TRAUMA,Urologist,UrologyMenOther
PENILE PLAQUE,Urologist,UrologyMenOther
PENILE YEAST INFECTION,Dermatologist,FungalInfections
PERI-IMPLANTITIS,Dentist,PeriodontalDisease
PERICARDIAL EFFUSION,CardiovascularSpecialist,PericardialDiseases
PERIORBITAL ECCHYMOSIS,Ophthalmologist,EyePeriorbitalCondition
PERIORBITAL HEMATOMA,Ophthalmologist,EyePeriorbitalCondition
PERIPHERAL VASCULAR DISEASE (PVD),CardiovascularSpecialist,CardiovascularOther
PERITONITIS,Gastroenterologist,GastroenterologyOther
PESTICIDE POISONING,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
PEUTZ-JEGHERS SYNDROME,Gastroenterologist,ColorectalCancer
PHANTOSMIA,Neurologist,NeurologyConditionsOther
PHARYNGITIS (STREP THROAT),InfectiousDiseaseSpecialist,Pharygitis
PHEOCHROMOCYTOMA,Endocrinologist,AdrenalGlandDisorders
PHONE ADDICTION,Psychiatrist,PsychiatryOther
PHONOLOGICAL DISORDER,Psychiatrist,VoiceDisorders
PHOTOSENSITIVE EPILEPSY,Neurologist,Epilepsy
PHOTOTOXIC REACTION,Dermatologist,DermatologyConditionsOther
PHYSICAL FACTORS,Generalist,Generalist
PHYSIOLOGICAL PHIMOSIS,Urologist,UrologyMenOther
PHYSIOLOGICAL VAGINAL DISCHARGE,Gynecologist,GynecologyOther
PILONIDAL ABSCESS,Dermatologist,SkinInfections
PIMPLE,Dermatologist,Acne
PINWORMS,InfectiousDiseaseSpecialist,ParasiticInfections
PISIFORM FRACTURE,Orthopedist,Fractures
PITUITARY GLAND DISORDER,Endocrinologist,PituitaryGlandDisorders
PLACENTA ACCRETA,Obstetrician,PregnancyConditions
PLAGIOCEPHALY,Orthopedist,OrthopedicConditionsOther
PNEUMOCONIOSIS,Pulmonologist,PulmonologyOther
POISON IVY/OAK DERMATITIS,Dermatologist,ContactDermatitis
POISON IVY/OAK/SUMAC RASH,Dermatologist,ContactDermatitis
POLAND SYNDROME,Orthopedist,PediatricGrowthAndDevelopmentalDelays
POLYCYSTIC KIDNEY DISEASE (PKD),RenalSpecialist,PolycysticKidneyDisease
POLYCYSTIC OVARIAN SYNDROME (PCOS),Gynecologist,PolycysticOvarySyndrome
POOR CIRCULATION,CardiovascularSpecialist,PeripheralArteryDisease
POOR DIET AND LACK OF EXERCISE,Generalist,Generalist
POOR DIETARY HABITS,Generalist,Generalist
POOR HYGIENE OR EXCESSIVE SWEATING,Dermatologist,DermatologyConditionsOther
POOR LIFESTYLE HABITS,Generalist,Generalist
POOR PERSONAL HYGIENE,Generalist,Generalist
POOR SLEEP POSTURE,Orthopedist,OrthopedicConditionsOther
POST-ABORTION INFECTION,Gynecologist,GynecologyOther
POST-ACUTE WITHDRAWAL SYNDROME,SubstanceUseDisorderSpecialist,SubstanceUseOther
POST-CHOLECYSTECTOMY SYNDROME,Gastroenterologist,BiliaryIssues
POST-CIRCUMCISION INFECTION,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
POST-COVID-19 COMPLICATIONS,InfectiousDiseaseSpecialist,COVID_19
POST-COVID-19 LUNG COMPLICATIONS,InfectiousDiseaseSpecialist,COVID_19
POST-COVID-19 RESPIRATORY COMPLICATIONS,InfectiousDiseaseSpecialist,COVID_19
POST-DENGUE SYNDROME,InfectiousDiseaseSpecialist,VectorBorneDiseases
POST-INFECTIOUS ARTHRITIS,Rheumatologist,RheumatologyOther
POST-INFLAMMATORY ERYTHEMA (PIE),Dermatologist,DermatologyConditionsOther
POST-LUMBAR PUNCTURE HEADACHE,Neurologist,HeadacheOther
POST-STROKE FATIGUE,Neurologist,Stroke
POST-TONSILLECTOMY BLEEDING,Otolaryngologist,Tonsillitis
POST-TRAUMATIC AMNESIA,Neurologist,TraumaticBrainInjury
POST-TRAUMATIC MIGRAINE,Neurologist,Migraine
POST-TRAUMATIC MOVEMENT DISORDER,Neurologist,NeurodegenerativeDisorders
POST-VACCINATION REACTION,AdverseReactionSpecialist,AdverseReactionToVaccine
POST-VIRAL ARTHRITIS,Rheumatologist,RheumatologyOther
POST-VIRAL FATIGUE SYNDROME (PVFS),Generalist,Generalist
POST-VIRAL HEADACHE,Neurologist,HeadacheOther
POST-VIRAL PHARYNGITIS,Otolaryngologist,Pharygitis
POSTERIOR CAPSULE OPACIFICATION (PCO),Ophthalmologist,EyePosteriorCapsuleConditions
POSTERIOR CRUCIATE LIGAMENT (PCL) TEAR,Orthopedist,Knee Conditions
POSTERIOR EPISTAXIS,Otolaryngologist,OtolaryngologyOther
POSTOPERATIVE DEPRESSION,Psychiatrist,Depression
POSTOPERATIVE ILEUS,Gastroenterologist,GastrointestinalMotilityDisorders
POSTPARTUM ANXIETY,Psychiatrist,AnxietyDisorders
POSTPARTUM BLEEDING,Obstetrician,PregnancyConditions
POSTPARTUM HYPERTENSION,CardiovascularSpecialist,Hypertension
POSTPARTUM WEIGHT GAIN,Obstetrician,PregnancyConditions
POSTPRANDIAL HYPOGLYCEMIA,Endocrinologist,Hypoglycemia
POSTPRANDIAL SOMNOLENCE,Neurologist,Narcolepsy
POSTPRANDIAL TACHYCARDIA SYNDROME,CardiovascularSpecialist,Syncope
POSTURAL-RELATED PAIN,Orthopedist,OrthopedicConditionsOther
PRE-MENSTRUAL SYNDROME (PMS),Gynecologist,Menstrual Conditions
PREGNANCY-RELATED DISCOMFORT,Obstetrician,PregnancyConditions
PREGNANCY-RELATED HORMONAL CHANGES,Obstetrician,PregnancyConditions
PREGNANCY-RELATED NAUSEA AND VOMITING,Obstetrician,PregnancyConditions
PREMATURE LABOR,Obstetrician,PregnancyConditions
PREMENSTRUAL ACNE,Dermatologist,Acne
PRESSURE ULCER,Dermatologist,DermatologyConditionsOther
PRESSURE ULCER (BED SORE),Dermatologist,DermatologyConditionsOther
PRESSURE URTICARIA,Dermatologist,Hives
PRIMARY AMENORRHEA,Gynecologist,Menstrual Conditions
PRIMARY BILIARY CHOLANGITIS (PBC),Gastroenterologist,BiliaryIssues
PRIMARY PERIODIC PARALYSIS,Neurologist,NeurologyConditionsOther
PRIMARY PROGRESSIVE APHASIA,Neurologist,NeurodegenerativeDisorders
PROCRASTINATION,Psychiatrist,PsychiatryOther
PROGERIA,Pediatrician,PediatricOther
PROLAPSED CORD,Obstetrician,PregnancyConditions
PROLAPSED HEMORRHOID,Gastroenterologist,Hemorrhoids
PROLONGED SECOND STAGE OF LABOR,Obstetrician,PregnancyConditions
PSEUDOBULBAR AFFECT,Neurologist,NeurologyConditionsOther
PSYCHIATRIC DISORDER,Psychiatrist,PsychiatryOther
PSYCHOGENIC MOVEMENT DISORDER,Neurologist,NeurologyConditionsOther
PSYCHOLOGICAL DISTRESS,Psychiatrist,PsychiatryOther
PSYCHOLOGICAL RESPONSE,Psychiatrist,PsychiatryOther
PUBERPHONIA,Otolaryngologist,VoiceDisorders
PUBERTAL GYNECOMASTIA,Endocrinologist,Gynecomastia
PUBERTY,Pediatrician,PediatricOther
PUBIC SYMPHYSIS DYSFUNCTION,Generalist,Generalist
PULLED MUSCLE,Orthopedist,SprainsAndStrains
PULMONARY ARTERIAL HYPERTENSION (PAH),CardiovascularSpecialist,PulmonaryHypertension
PULMONARY EMBOLISM RECURRENCE,Pulmonologist,PulmonaryEmbolism
PULMONARY TUBERCULOSIS (PTB),InfectiousDiseaseSpecialist,Tuberculosis
PULMONARY TUBERCULOSIS (TB),InfectiousDiseaseSpecialist,Tuberculosis
PUNCTURE WOUND INFECTION,InfectiousDiseaseSpecialist,SkinAndSoftTissueInfections
PUSTULAR PSORIASIS,Dermatologist,Psoriasis
QUADRICEPS CONTUSION,Orthopedist,BruiseorContusion
RADIAL HEAD FRACTURE,Orthopedist,Fractures
RADIATION BURN,Dermatologist,DermatologyConditionsOther
RADIATION SICKNESS,Generalist,Generalist
REACTIVE AIRWAY DISEASE,Pulmonologist,Asthma
REACTIVE LYMPHADENITIS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
RECTAL INFLAMMATION,Gastroenterologist,AnalandRectalConditions
RECURRENT APHTHOUS STOMATITIS (MOUTH ULCERS),Otolaryngologist,OralLesions
RECURRENT FEVER,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
RECURRENT HERNIA,Gynecologist,HerniaDisorders
RECURRENT HPV INFECTION,Gynecologist,STIs
RECURRENT NASAL ULCERS,Otolaryngologist,OtolaryngologyOther
RECURRENT PLEURAL EFFUSION,Pulmonologist,Pleurisy
RECURRENT PREGNANCY LOSS (RPL),Obstetrician,PregnancyConditions
RECURRENT TONSILLITIS,Otolaryngologist,Tonsillitis
RECURRENT URINARY TRACT INFECTION,Urologist,UTIs
RECURRENT VARICOCELE,Urologist,UrologyMenOther
RECURRENT VIRAL INFECTIONS,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
REFLEX SEIZURES,Neurologist,SeizureorSeizureDisorder
REFLEX TEARING,Ophthalmologist,OphthalmologyOther
RENAL AGENESIS,RenalSpecialist,RenalOther
RENAL CALCULI,Urologist,KidneyStones
RENAL CALCULI (KIDNEY STONES),Urologist,KidneyStones
RESISTANT HYPERTENSION,CardiovascularSpecialist,Hypertension
RESPIRATORY CONDITION,Pulmonologist,PulmonologyOther
RESTLESSNESS,Psychiatrist,PsychiatryOther
RESTRICTIVE CARDIOMYOPATHY,CardiovascularSpecialist,Cardiomyopathy
RETAINED PLACENTA,Obstetrician,PregnancyConditions
RETAINED PRODUCT OF CONCEPTION,Obstetrician,PregnancyConditions
RETAINED PRODUCTS OF CONCEPTION (RPOC),Obstetrician,PregnancyConditions
RETINAL HEMORRHAGE,Ophthalmologist,RetinalCondition
RETINAL TEAR,Ophthalmologist,RetinalCondition
RETINOL SENSITIVITY,Dermatologist,AdverseReactionToMedication
RHINITIS MEDICAMENTOSA,Otolaryngologist,AllergicRhinitis
RIGHT BUNDLE BRANCH BLOCK,CardiovascularSpecialist,CardiovascularOther
RIGHT BUNDLE BRANCH BLOCK (RBBB),CardiovascularSpecialist,CardiovascularOther
ROTATOR CUFF IMPINGEMENT,Orthopedist,ShoulderConditions
RUST CONTAMINATION,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
SACRAL DIMPLE,Dermatologist,DermatologyConditionsOther
SALICYLIC ACID SENSITIVITY,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
SALIVARY GLAND STONES,Otolaryngologist,SalivaryGlandDisorders
SALIVARY GLAND SWELLING,Otolaryngologist,SalivaryGlandDisorders
SCAPULAR WINGING,Orthopedist,OrthopedicConditionsOther
SCAR FORMATION,Dermatologist,DermatologyConditionsOther
SCAR TISSUE ADHESION,Generalist,Generalist
SCARRING FROM ACNE,Dermatologist,Acne
SCROTAL LAXITY,Urologist,UrologyMenOther
SEAFOOD ALLERGY,Allergist,AllergicReaction
SEASONAL ACNE FLARE-UP,Dermatologist,Acne
SEASONAL INFLUENZA,InfectiousDiseaseSpecialist,Influenza
SECOND-DEGREE BURNS,Dermatologist,DermatologyConditionsOther
SECONDARY GENERALIZED HYPERHIDROSIS,Dermatologist,DermatologyConditionsOther
SECONDARY HYPERHIDROSIS,Dermatologist,DermatologyConditionsOther
SECONDARY INFERTILITY,Gynecologist,GynecologyOther
SEDATION,Generalist,Generalist
SELF-HARM,Psychiatrist,PsychiatryOther
SELF-HARM BEHAVIOR,Psychiatrist,PsychiatryOther
SEMEN ALLERGY,Allergist,AllergicReaction
SEMINAL VESICLE INFECTION,Urologist,UrologyMenOther
SENSITIVE SKIN,Dermatologist,DermatologyConditionsOther
SENSORY HYPERSENSITIVITY,Psychiatrist,PsychiatryOther
SEPARATION ANXIETY DISORDER,Psychiatrist,AnxietyDisorders
SEPTAL HEMATOMA,Otolaryngologist,OtolaryngologyOther
SEPTIC SHOCK,InfectiousDiseaseSpecialist,Sepsis
SERTRALINE SIDE EFFECTS,Psychiatrist,AdverseReactionToMedication
SEVERE PERSISTENT ASTHMA,Pulmonologist,Asthma
SEX ADDICTION,Psychiatrist,PsychiatryOther
SEXUAL ABUSE TRAUMA,Psychiatrist,PostTraumaticStressDisorder
SEXUAL HEADACHE,Neurologist,HeadacheOther
SHELLFISH ALLERGY,Allergist,AllergicReaction
SHIGELLA INFECTION,InfectiousDiseaseSpecialist,GastrointestinalInfections
SHOULDER CONTUSION,Orthopedist,ShoulderConditions
SHOULDER FRACTURE,Orthopedist,Fractures
SHUNT MALFUNCTION,Neurologist,NeurologyConditionsOther
SIBO (SMALL INTESTINAL BACTERIAL OVERGROWTH),Gastroenterologist,GastrointestinalMotilityDisorders
SICK SINUS SYNDROME,CardiovascularSpecialist,Arrhythmias
SICKLE CELL ANEMIA,Hematologist,Hemoglobinopathies
SICKLE CELL CRISIS,Hematologist,Hemoglobinopathies
SIDE EFFECT OF ANTIBIOTICS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF CONTRACEPTIVE PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF CONTRACEPTIVE PILLS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF CONTRACEPTIVES,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF EMERGENCY CONTRACEPTIVE,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF EMERGENCY CONTRACEPTIVE PILLS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF EMERGENCY PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF ISOTRETINOIN,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF MEDICATIONS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF POSTINOR,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF PROPRANOLOL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF THE MINI PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF THE MORNING AFTER PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECT OF ZOLOFT,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF ADHD MEDICATION,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF AMOXICILLIN,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF ANTIBIOTICS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF COVID-19 VACCINE,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF DIABETES MEDICATION,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF EMERGENCY CONTRACEPTION PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF HEART MEDICATION,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF LEXAPRO,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF MEDICAL CASTRATION,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF METFORMIN,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF MORNING-AFTER PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF PLAN B PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF PSYCHIATRIC MEDICATION,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF RITALIN,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF THE I PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF THE I-PILL,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF TRUST PILLS,AdverseReactionSpecialist,AdverseReactionToMedication
SIDE EFFECTS OF TUBERCULOSIS MEDICATION,AdverseReactionSpecialist,AdverseReactionToMedication
SILICOSIS,Pulmonologist,Pneumonia
SINUS CONGESTION,Otolaryngologist,Sinusitis
SKENE'S DUCT CYST,Gynecologist,GynecologyOther
SKIN TAG IRRITATION,Dermatologist,DermatologyConditionsOther
SKIN TEAR,Dermatologist,DermatologyConditionsOther
SKIN ULCER,Dermatologist,DermatologyConditionsOther
SLEEP ANXIETY DISORDER,Psychiatrist,InsomniaAndOtherSleepDisorders
SLEEP DEPRIVATION-INDUCED ACNE,Dermatologist,Acne
SLEEP DEPRIVATION-INDUCED SEIZURES,Specialist,SeizureorSeizureDisorder
SLEEP DEPRIVATION-RELATED ERECTILE DYSFUNCTION,Urologist,ErectileDysfunction
SLEEP DEPRIVATION-RELATED SYMPTOMS,Psychiatrist,InsomniaAndOtherSleepDisorders
SLEEP DISRUPTION,Psychiatrist,InsomniaAndOtherSleepDisorders
SLEEP ORGASM,Psychiatrist,InsomniaAndOtherSleepDisorders
SLEEP TALKING,Psychiatrist,InsomniaAndOtherSleepDisorders
SLEEP TERROR DISORDER,Psychiatrist,InsomniaAndOtherSleepDisorders
